gene,log2fc,pval,padj,direction,cell_type,score
TPM2,-1.89450188669572,1.26661692538314e-06,0.0003298777120467,down,fibroblast_deseq2,-4.84492158726135
KIAA0040,-2.46524351702156,1.31959311390429e-06,0.0003369361084168,down,fibroblast_deseq2,-4.83678004453025
ZNF106,-1.04948246720531,1.35717455188554e-06,0.0003398678272048,down,fibroblast_deseq2,-4.83119286566986
SERPINE1,-2.6487110524499,1.41454085061478e-06,0.000347550018051,down,fibroblast_deseq2,-4.82294485957092
HOPX,4.47542153815343,1.48185899064732e-06,0.0003573475514112,up,fibroblast_deseq2,4.81366667332591
EFEMP1,1.51296681973628,1.64021762468414e-06,0.0003797919390828,up,fibroblast_deseq2,4.79334675223377
PXDN,-1.38196997222076,1.64525186502359e-06,0.0003797919390828,down,fibroblast_deseq2,-4.79273218886277
TXNL4A,-0.899147972305131,1.66242823895893e-06,0.0003797919390828,down,fibroblast_deseq2,-4.79064887312973
CD38,-3.33882171536186,1.72454716285295e-06,0.0003871905716322,down,fibroblast_deseq2,-4.78328339246408
ALDH1A3,-1.68489417540244,1.784173368649e-06,0.0003937882306194,down,fibroblast_deseq2,-4.77644949557493
TGS1,-1.05668970434098,2.04705562836789e-06,0.0004417198310097,down,fibroblast_deseq2,-4.74872253085437
STC2,-4.59428667165099,2.06918366545808e-06,0.0004417198310097,down,fibroblast_deseq2,-4.74654728735036
COL6A3,-1.1164722925068,2.5015384580553e-06,0.0005238753631831,down,fibroblast_deseq2,-4.70800428370719
ZDBF2,-1.63051265187546,2.53449146678981e-06,0.0005238753631831,down,fibroblast_deseq2,-4.70533522153332
PAPPA,-2.65833483158357,2.63497518425244e-06,0.0005343557997664,down,fibroblast_deseq2,-4.69739736249027
UBE2V1,-1.84151547077246,2.66726516547543e-06,0.0005343557997664,down,fibroblast_deseq2,-4.69490817146589
H4C11,-2.74653620555722,2.72524666827215e-06,0.0005376994259733,down,fibroblast_deseq2,-4.69051018153405
PRP4K,-0.864102656833287,2.98554863860335e-06,0.0005759813966626,down,fibroblast_deseq2,-4.67181151931008
VWA5A,1.15418288659659,3.00773575280759e-06,0.0005759813966626,up,fibroblast_deseq2,4.67029085078917
PLK3,1.1894329092917,3.50606196297545e-06,0.0006572622977977,up,fibroblast_deseq2,4.6387007962291
SMARCA5,-0.921988638586704,3.53312554491204e-06,0.0006572622977977,down,fibroblast_deseq2,-4.63711108342675
SRRM1,-0.626997439810658,3.67454741165642e-06,0.0006698686593167,down,fibroblast_deseq2,-4.62898930630314
TPM1,-1.14362337447166,3.77473246927374e-06,0.0006698686593167,down,fibroblast_deseq2,-4.62341511702775
CPNE3,-0.977508946003892,3.78598967579971e-06,0.0006698686593167,down,fibroblast_deseq2,-4.62279766547638
DEDD2,0.861646078226987,3.80665648820734e-06,0.0006698686593167,up,fibroblast_deseq2,4.62166866964924
CTSW,4.01075461874182,4.12741335065531e-06,0.0007166290220297,up,fibroblast_deseq2,4.60486105854116
ARL6IP6,1.3676671857239,4.20517413063037e-06,0.0007205233885403,up,fibroblast_deseq2,4.60097524240732
HSF2,0.876643106296475,4.68477607800301e-06,0.0007922747284124,up,fibroblast_deseq2,4.57843057018107
NCL,-1.39389726370148,4.9238516971969e-06,0.0008220307282166,down,fibroblast_deseq2,-4.56800632851051
H2AC20,-2.44946487310612,5.18653075930877e-06,0.0008534581251447,down,fibroblast_deseq2,-4.55709767989016
EFCAB14,-0.812749516541007,5.24317693223622e-06,0.0008534581251447,down,fibroblast_deseq2,-4.55481472776171
MPHOSPH10,-0.866831226355013,5.83049862733397e-06,0.0009373426311746,down,fibroblast_deseq2,-4.5324445424037
PRRC2C,-0.899564015323377,6.19605670064038e-06,0.0009839640287285,down,fibroblast_deseq2,-4.51958636892415
DHX36,-1.06961092130107,6.98628134825976e-06,0.0010960886230968,down,fibroblast_deseq2,-4.49410603198516
TRAIP,2.39175234951751,7.14928367341656e-06,0.0011083091904194,up,fibroblast_deseq2,4.48919498023198
CDK2,1.13250224411794,7.33329041735954e-06,0.0011234600919394,up,fibroblast_deseq2,4.48377815080014
PDE3B,-2.07823770556754,7.6956210991865e-06,0.0011652602087628,down,fibroblast_deseq2,-4.47348152247855
HLA-DQA1,4.56789723935688,7.8196397958678e-06,0.0011704293036987,up,fibroblast_deseq2,4.47006344431516
REEP2,1.66624983901714,8.30890837122827e-06,0.0012295296001151,up,fibroblast_deseq2,4.45706585554438
BTBD3,-1.51929789309065,8.46440880037197e-06,0.0012384666449263,down,fibroblast_deseq2,-4.45308788482955
NOL8,-1.11503251362752,8.78041890598344e-06,0.0012704290554857,down,fibroblast_deseq2,-4.44521456540893
CDK12,-0.892310336204088,9.0538964169394e-06,0.0012847331577934,down,fibroblast_deseq2,-4.43861652260134
PLXNA2,-1.62372617356836,9.07659733658374e-06,0.0012847331577934,down,fibroblast_deseq2,-4.43807742145658
HK2,-3.60156627027031,9.68706008868348e-06,0.001353939515219,down,fibroblast_deseq2,-4.42404327949921
SPARCL1,-1.31631484169076,9.77348444406346e-06,0.001353939515219,down,fibroblast_deseq2,-4.42212508511703
IGF1,-2.39059716552697,9.97644620122062e-06,0.0013675082361294,down,fibroblast_deseq2,-4.41768328541036
RC3H2,-1.36960604694251,1.16055392317494e-05,0.0015742430403733,down,fibroblast_deseq2,-4.38486938672611
ZC3H11A,-3.10951781153907,1.17618658562011e-05,0.0015790001771077,down,fibroblast_deseq2,-4.38195582887887
ADM,1.38815172616195,1.18926354467242e-05,0.0015802642733392,up,fibroblast_deseq2,4.37954684637495
ARVCF,2.00456560228565,1.21198436541839e-05,0.0015941879198462,up,fibroblast_deseq2,4.37542081071813
SLC7A2,-2.13473203290575,1.25664768157045e-05,0.0016264043206345,down,fibroblast_deseq2,-4.36752091121988
FBXO9,-1.07022428281946,1.26166840348101e-05,0.0016264043206345,down,fibroblast_deseq2,-4.36664967660129
OLFM4,1.37533358415629,1.27394594305575e-05,0.0016264043206345,up,fibroblast_deseq2,4.36453304064732
CCDC144A,-2.26509088010362,1.40296616416216e-05,0.0017737306203611,down,fibroblast_deseq2,-4.34339645796673
DPH3,-0.97753678353122,1.45325751226815e-05,0.0018156874421692,down,fibroblast_deseq2,-4.33565647557442
GPM6B,-2.97304775826033,1.47211571769029e-05,0.0018156874421692,down,fibroblast_deseq2,-4.33281984125186
SGSH,0.81828392324113,1.47798240569757e-05,0.0018156874421692,up,fibroblast_deseq2,4.33194444349353
CRLF1,-1.84373516366749,1.50429251500399e-05,0.0018307380495684,down,fibroblast_deseq2,-4.32805889097837
AKAP12,-1.58493393473437,1.58477399488075e-05,0.0019108265704941,down,fibroblast_deseq2,-4.3165630907702
ABCE1,-1.05546689813951,1.66334711592109e-05,0.0019871657012407,down,fibroblast_deseq2,-4.30586468975309
PITPNC1,-2.4909935677497,1.71863239842052e-05,0.002034548281112,down,fibroblast_deseq2,-4.29862206702409
FERMT2,-0.798246108275776,1.82037119726947e-05,0.0021350784223897,down,fibroblast_deseq2,-4.28585570638782
NRIP1,-2.07278736772208,1.83634451933387e-05,0.0021350784223897,down,fibroblast_deseq2,-4.2839133520128
PAX8,-4.14453075494223,1.86872921457453e-05,0.002152309674445,down,fibroblast_deseq2,-4.28002428461426
MAP1B,-1.33331699612846,1.90750059044552e-05,0.002152309674445,down,fibroblast_deseq2,-4.27545181041628
TGOLN2,-0.760947174801813,1.91205050316841e-05,0.002152309674445,down,fibroblast_deseq2,-4.27492103526382
TMEM181,-0.956415717335099,1.91727785467387e-05,0.002152309674445,down,fibroblast_deseq2,-4.27431271568807
TRIM47,1.44933330512666,1.93708896973464e-05,0.0021559634669986,up,fibroblast_deseq2,4.27202149708128
ZNF326,-0.839907332844348,2.06096300771475e-05,0.0022595871727689,down,fibroblast_deseq2,-4.25818181484318
NIF3L1,0.926027914323977,2.06753988303479e-05,0.0022595871727689,up,fibroblast_deseq2,4.25746935758426
ACACB,-1.35250736941408,2.08224896891629e-05,0.0022595871727689,down,fibroblast_deseq2,-4.25588373505318
HPS5,-0.861632207207992,2.10698109943616e-05,0.0022675295765998,down,fibroblast_deseq2,-4.25324152494667
CCND2,-0.978003257569393,2.18146767974575e-05,0.0023284485348892,down,fibroblast_deseq2,-4.24545861861117
PUM3,-1.06536625901342,2.22089405606158e-05,0.0023512587315474,down,fibroblast_deseq2,-4.24144086737724
TSTD1,1.41594725798835,2.38747924675692e-05,0.0024927998949871,up,fibroblast_deseq2,4.22518183098722
CADM3,1.4498235013705,2.3928734977223e-05,0.0024927998949871,up,fibroblast_deseq2,4.22467358690519
ANKRD11,-1.11034311267437,2.51538922261272e-05,0.0025996347981637,down,fibroblast_deseq2,-4.21341441937597
PCM1,-0.863422943690287,2.71491459647167e-05,0.0027837494389963,down,fibroblast_deseq2,-4.19614918104888
MMP3,-5.90524904505291,2.76642798901232e-05,0.0028004065126574,down,fibroblast_deseq2,-4.19188781093801
MEDAG,-1.64733221068041,2.78461231193161e-05,0.0028004065126574,down,fibroblast_deseq2,-4.19040153882004
DUSP14,1.29319661518018,2.79656023937056e-05,0.0028004065126574,up,fibroblast_deseq2,4.18943000562994
GEM,1.1306271498875,2.81718056487578e-05,0.0028004065126574,up,fibroblast_deseq2,4.18776253050062
SNAP47,0.796329374187735,2.91190166820323e-05,0.0028709314593725,up,fibroblast_deseq2,4.18024892202406
KIF5C,-3.15659416226959,2.93222150281485e-05,0.0028709314593725,down,fibroblast_deseq2,-4.17866738545846
NKD2,-3.46282590910487,3.07766108345391e-05,0.0029751742744041,down,fibroblast_deseq2,-4.16764250476657
NCBP3,-0.878301895185076,3.10228383810971e-05,0.0029751742744041,down,fibroblast_deseq2,-4.16582517170276
LARS1,-0.992067957849853,3.1072316181767e-05,0.0029751742744041,down,fibroblast_deseq2,-4.16546164506188
VEGFA,-1.85478938018983,3.13661146983208e-05,0.0029813835445367,down,fibroblast_deseq2,-4.16331429307747
JCAD,-2.77352710065624,3.19762141605102e-05,0.0030173497159287,down,fibroblast_deseq2,-4.15891550860293
PCDHGA12,-3.37567023320655,3.24536114612949e-05,0.0030403663917192,down,fibroblast_deseq2,-4.15552876113378
NSRP1,-0.659103364672416,3.31094374483017e-05,0.003062663019361,down,fibroblast_deseq2,-4.15095257409215
TFPI,-0.75991019831019,3.31619939893958e-05,0.003062663019361,down,fibroblast_deseq2,-4.15058958389712
TOP3B,1.15381138887054,3.55733016883868e-05,0.0032622220745505,up,fibroblast_deseq2,4.13449692465855
ABHD8,1.28562760090964,3.63768295904287e-05,0.0033125809435423,up,fibroblast_deseq2,4.12936387745753
ARGLU1,-0.634859560729756,3.75141864767565e-05,0.0033924287243078,down,fibroblast_deseq2,-4.12227936092056
SLK,-1.18275203384567,3.83598001418702e-05,0.0034276911273967,down,fibroblast_deseq2,-4.11714304522989
UPF1,-1.37607216484357,3.84305716940503e-05,0.0034276911273967,down,fibroblast_deseq2,-4.11671806117166
BMP2,-1.45563343949799,3.87338541346766e-05,0.0034312397859983,down,fibroblast_deseq2,-4.11490521902776
MBNL1,-0.907421595879426,3.93949281694601e-05,0.0034662213150183,down,fibroblast_deseq2,-4.11099995261353
BDP1,-0.774055292140466,4.28380913325598e-05,0.0037410846837018,down,fibroblast_deseq2,-4.09161419245303
METAP2,-0.847418595927198,4.30934343845242e-05,0.0037410846837018,down,fibroblast_deseq2,-4.09023607044599
CORO1A,3.15002346432501,4.35039351768952e-05,0.003751710224328,up,fibroblast_deseq2,4.08803669449291
SLC39A9,-0.769718261494433,4.73373635380917e-05,0.004055441763112,down,fibroblast_deseq2,-4.06839854804857
PIP4P2,0.880011393017077,4.97921343881828e-05,0.0042327355716565,up,fibroblast_deseq2,4.05660053839365
RALGPS2,-1.91768331634377,5.01397992311839e-05,0.0042327355716565,down,fibroblast_deseq2,-4.05497437424461
DDX50,-0.470411436718739,5.03819700204855e-05,0.0042327355716565,down,fibroblast_deseq2,-4.05384795010986
BOD1L1,-1.62439827480059,5.4231477621336e-05,0.0045269378306733,down,fibroblast_deseq2,-4.03659973196955
PDE4D,-2.17508063317461,5.47662833989883e-05,0.0045310708027869,down,fibroblast_deseq2,-4.03429583856448
GTPBP3,0.839123203705752,5.49768996191321e-05,0.0045310708027869,up,fibroblast_deseq2,4.0333943689536
GOLGA8A,-1.46844229848365,5.60084485745787e-05,0.0045870567128186,down,fibroblast_deseq2,-4.02902589809321
CTF1,-1.58404908646605,5.6539626859343e-05,0.0046016188810147,down,fibroblast_deseq2,-4.02680607173145
ACSL4,-2.0849885582982,5.81797199980912e-05,0.0047056913901561,down,fibroblast_deseq2,-4.02007458209105
ZFC3H1,-1.08570835434322,6.01396474069824e-05,0.0048341882008254,down,fibroblast_deseq2,-4.01226220473045
ALKAL2,-3.28623928997768,6.18545068485053e-05,0.0049415299888419,down,fibroblast_deseq2,-4.00562196659649
IFNAR1,-0.930277863952645,6.28234953318825e-05,0.0049883387573888,down,fibroblast_deseq2,-4.00194653989671
STRIT1,-4.10239707792717,6.56456778348402e-05,0.0051808364652441,down,fibroblast_deseq2,-3.99153976587562
VPS36,-0.816796613752325,6.84109377866176e-05,0.005366549589502,down,fibroblast_deseq2,-3.98174575134028
HSPA12B,1.9554612363786,7.15758534638959e-05,0.0055812021784841,up,fibroblast_deseq2,3.97098577476606
DDB2,1.61505000343384,7.2262129270485e-05,0.0056011752819062,up,fibroblast_deseq2,3.96871207704096
NME1,-1.82364011485324,7.31018833596009e-05,0.0056327380183948,down,fibroblast_deseq2,-3.96595751647026
TRNT1,-0.869486896381261,7.4133167608493e-05,0.0056786006388105,down,fibroblast_deseq2,-3.9626153555918
SH3PXD2A,-1.18164011412295,7.49700668020067e-05,0.005680420361292,down,fibroblast_deseq2,-3.95993531706976
PRDM2,-1.15645656369738,7.5029358174031e-05,0.005680420361292,down,fibroblast_deseq2,-3.95974652053466
DPP6,-2.13057847801977,7.56791000714671e-05,0.0056964927232985,down,fibroblast_deseq2,-3.95768679611942
CD52,3.44263367938808,7.62973042937088e-05,0.0057100200949004,up,fibroblast_deseq2,3.9557425140814
PPP1R3G,1.55922408265897,7.70523962238464e-05,0.0057335788778681,up,fibroblast_deseq2,3.95338782250943
UBFD1,-0.949536522719406,7.82681945120704e-05,0.0057909569825919,down,fibroblast_deseq2,-3.94964191729289
PTX3,-5.29576881860069,7.99115796680519e-05,0.0058791445787422,down,fibroblast_deseq2,-3.94466510452326
RAB3IL1,0.788756513481543,8.04344232237662e-05,0.0058843655012353,up,fibroblast_deseq2,3.943102005582
CDK20,1.50899703621138,8.12025885673476e-05,0.0059073749068379,up,fibroblast_deseq2,3.94082282385154
ZFHX3,-1.58694082364975,8.28735857357108e-05,0.005995443519169,down,fibroblast_deseq2,-3.9359344711961
PIGB,1.14586964785836,8.51051331102091e-05,0.0061228676428792,up,fibroblast_deseq2,3.92954956608546
LARP4,-2.12788852306195,8.72029217912211e-05,0.0062393211404685,down,fibroblast_deseq2,-3.92369002818708
TNFRSF11B,1.75051369128224,8.79903580435678e-05,0.0062472605106528,up,fibroblast_deseq2,3.92152488815777
OMD,-1.41401309048226,8.82733784334292e-05,0.0062472605106528,down,fibroblast_deseq2,-3.9207511632706
FDFT1,0.850285525605019,8.96012756081368e-05,0.0062628512156284,up,fibroblast_deseq2,3.9171519488956
BLTP2,-1.37484140434423,8.97363615605486e-05,0.0062628512156284,down,fibroblast_deseq2,-3.91678863202207
KHK,2.08005118680464,8.99365057074586e-05,0.0062628512156284,up,fibroblast_deseq2,3.91625128826042
RBM39,-0.495805443498238,9.17641033206017e-05,0.0063561284757493,down,fibroblast_deseq2,-3.9113961749677
GSPT1,-1.08484757573287,9.41174935951883e-05,0.0064772824262268,down,fibroblast_deseq2,-3.90527705488513
LRRC28,1.08232306642191,9.45080372433655e-05,0.0064772824262268,up,fibroblast_deseq2,3.90427559480927
RPGRIP1L,-2.43015010774788,9.7927860007936e-05,0.0066765266650436,down,fibroblast_deseq2,-3.89566947263752
TMEM243,0.467006363564569,9.90718541566498e-05,0.0067193421084786,up,fibroblast_deseq2,3.8928538200557
CDCA4,1.20624140063782,9.95921283128797e-05,0.0067196305434731,up,fibroblast_deseq2,3.89158343675688
CCL4,5.68183686685354,0.0001021167313022,0.0068544539949355,up,fibroblast_deseq2,3.88550656964325
PALS2,-1.41685226411206,0.0001037954665997,0.0069314080310866,down,fibroblast_deseq2,-3.88154376729957
DDX24,-0.785433307602038,0.0001053036050377,0.0069962425755177,down,fibroblast_deseq2,-3.87803491989876
S100A8,-4.69524898739493,0.0001076155914861,0.0071135544788454,down,fibroblast_deseq2,-3.87274684600118
IZUMO4,-2.10280609098622,0.0001082982206002,0.0071225223669494,down,fibroblast_deseq2,-3.87120599970669
NOP16,-1.70796390452451,0.000110547974564,0.007199404234034,down,fibroblast_deseq2,-3.86619187914005
SESN3,-1.86198129758078,0.0001105729416991,0.007199404234034,down,fibroblast_deseq2,-3.86613677583267
